dataset,file_name,file_size_bytes,runs,total_ms,std_total_ms,phase_sum_ms,h2d_ms,bits_kernel_ms,lsbm_kernel_ms,std_lsbm_ms,huffman_cpu_ms,encode_kernel_ms,std_encode_ms,constraint_kernel_ms,assembly_ms,d2h_ms,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,end_violations,seq_count,storage_seq_count,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
straybird_paper,straybird_paper.txt,205805,5,274.806,138.199,242.575,0.537184,1.25187,3.83949,0.579791,17.79,185.935,14.2564,0.161984,3.2489,0.31648,1.31912,0.936575,0.50074,2.5008e-05,2,0,0,10402,10402,41.963,3293,782b798184e00307,31811883052a2bc1
