dataset,file_name,file_size_bytes,runs,total_ms,std_total_ms,phase_sum_ms,h2d_ms,bits_kernel_ms,lsbm_kernel_ms,std_lsbm_ms,huffman_cpu_ms,encode_kernel_ms,std_encode_ms,constraint_kernel_ms,assembly_ms,d2h_ms,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,end_violations,seq_count,storage_seq_count,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
ohenry_paper,ohenry_paper.txt,758444,3,635.528,168.155,574.665,0.698848,1.42368,14.9325,2.58846,68.8206,439.037,24.7915,0.276992,10.0909,0.692128,1.21883,0.865437,0.503003,1.80222e-05,2,0,0,41485,41485,16.8716,12136,1897de5847872b0a,4951ae36a7fa65df
