dataset,file_name,file_size_bytes,runs,total_ms,std_total_ms,phase_sum_ms,h2d_ms,bits_kernel_ms,lsbm_kernel_ms,std_lsbm_ms,huffman_cpu_ms,encode_kernel_ms,std_encode_ms,constraint_kernel_ms,assembly_ms,d2h_ms,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,end_violations,seq_count,storage_seq_count,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
internationale_paper,internationale_paper.pdf,479174,5,326.863,136.638,315.65,0.607104,1.1927,8.97317,1.2422,49.3744,201.318,21.619,0.228,7.7509,0.521504,1.02996,0.731326,0.500201,4.42202e-06,2,0,0,31016,31016,15.5768,7667,10828de861b8217c,a8397129266b6d04
