dataset,file_name,file_size_bytes,runs,total_ms,std_total_ms,phase_sum_ms,h2d_ms,bits_kernel_ms,lsbm_kernel_ms,std_lsbm_ms,huffman_cpu_ms,encode_kernel_ms,std_encode_ms,constraint_kernel_ms,assembly_ms,d2h_ms,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,end_violations,seq_count,storage_seq_count,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
vangogh_paper,vangogh_paper.jpg,4310000,3,5054.59,291.384,4960.46,4.36189,2.43206,80.1537,11.7905,440.448,4284.56,55.8956,0.62832,70.9074,3.59539,1.0477,0.743925,0.501501,1.12635e-05,2,0,0,274253,274253,11.128,68960,87881bb08fa8798d,851c56b9b10e58e7
