dataset,file_name,file_size_bytes,runs,total_ms,lsbm_ms,huffman_ms,encode_ms,std_total_ms,std_lsbm_ms,std_huffman_ms,std_encode_ms,peak_ram_mb,cpu_percent,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,seq_count,storage_seq_count,end_violations,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
internationale_paper,internationale_paper.pdf,479174,3,3785.37,338.123,0.311633,3446.94,98.3396,2.96098,0.0213456,101.125,-1,-1,1.02996,0.731326,0.500201,4.42202e-06,2,0,31016,31016,0,15.5768,7667,10828de861b8217c,a8397129266b6d04
