dataset,file_name,file_size_bytes,runs,total_ms,lsbm_ms,huffman_ms,encode_ms,std_total_ms,std_lsbm_ms,std_huffman_ms,std_encode_ms,peak_ram_mb,cpu_percent,encoding_rate_bits_per_nt,gross_rate_bits_per_nt,gc_mean,gc_var,rll_max,rll_violations,seq_count,storage_seq_count,end_violations,avg_best_lsbm_len,segments,dna_hash_payload,dna_hash_storage
vangogh_paper,vangogh_paper.jpg,4310000,2,30224.6,3191.02,0.2518,27033.4,313.468,17.6281,0.0041,295.836,-1,-1,1.0477,0.743925,0.501501,1.12635e-05,2,0,274253,274253,0,11.128,68960,87881bb08fa8798d,851c56b9b10e58e7
